연번,도로명주소,지번주소,위도,경도,건물명,구 명칭,전화번호,유형,개방시간,소재지 용도,화장실 현황,장애인화장실 현황,편의시설 (기타설비),안내표지,소재지,비고
1321,서울특별시 관악구 관악산나들길 149,서울특별시 관악구 신림동 산 56-2,126.9475222,37.4466156,제4야영장B(2),관악구,02-879-6522,공중,상시,공원, , , , , , 
1322, ,서울특별시 관악구 신림동  153-1,126.9482376,37.46697896,안골약수터 뒤,관악구,02-879-6522,공중,상시,공원, , , , , , 
1323,서울특별시 관악구 승방1길 109-80,서울특별시 관악구 남현동 산 64,126.9769239,37.4673996,상록수약수터 옆,관악구,02-879-6522,공중,상시,공원, , , , , , 
1324,서울특별시 관악구 승방1길 109-80,서울특별시 관악구 남현동 519-3,126.9761794,37.4679416,상록약수터가는길,관악구,02-879-6522,공중,상시,공원, , , , , , 
1325,서울특별시 관악구 난곡로26길 121-16,서울특별시 관악구 신림동 336-8,126.9261975,37.46790468,신림6배수지,관악구,02-879-6522,공중,상시,공원,"남1,여1", , , , , 
1326, ,서울특별시 관악구 신림동  산 57-13,126.9271565,37.4576234,신양교회 옆,관악구,02-879-6522,공중,상시,공원, , , , , , 
1327, ,서울특별시 관악구 봉천동  산 116-3,126.9374716,37.49133774,국사봉,관악구,02-879-6522,공중,상시,공원, , , , , , 
1328,서울특별시 관악구 난곡로34길 80,서울특별시 관악구 신림동 627-5,126.9246612,37.47349094,남강어린이공원,관악구,02-879-6522,공중,상시,공원, , , , , , 
1329,서울특별시 관악구 남부순환로230길 43-8,서울특별시 관악구 봉천동 1613-16,126.9556069,37.47781325,모래내공원 화장실,관악구,02-879-6274,공중,상시,공원, ,"기저귀교환대, 손건조기", , , , 
1330,서울특별시 관악구 신우길 3,서울특별시 관악구 신림동 산 69-18,126.9328592,37.46148534,1-15 삼성동,관악구,02-879-6274,공중,상시,화장실, , , , , , 
1331,서울특별시 구로구 시흥대로 585-1,서울특별시 구로구 구로동 1121,126.9032694,37.48478489,조원동화장실,관악구,02-879-6274,공중,상시,화장실,공용1,"기저귀교환대, 손건조기", , , , 
1332,서울특별시 관악구 원신길 75,서울특별시 관악구 신림동 808-502,126.9316873,37.4692711,1-9 삼성동,관악구,02-879-6274,공중,상시,화장실, , , , , , 
1333,서울특별시 관악구 원신9길 33-5,서울특별시 관악구 신림동 산 79-4,126.9289663,37.46030419,2-5 삼성동,관악구,02-879-6274,공중,상시,화장실, , , , , , 
1334, ,서울특별시 관악구 신림동  304-13,126.9305112,37.4658373,2-3 삼성동,관악구,02-879-6274,공중,상시,화장실, , , , , , 
1335,서울특별시 관악구 호암로 453,서울특별시 관악구 신림동 산 57-1,126.9291574,37.45932525,1-16 삼성동,관악구,02-879-6274,공중,상시,화장실, , , , , , 
1336,서울특별시 관악구 원신1길 61,서울특별시 관악구 신림동 808-501,126.9320588,37.46951978,1-5 삼성동,관악구,02-879-6274,공중,상시,화장실, , , , , , 
1337,서울특별시 관악구 원신2길 73,서울특별시 관악구 신림동 808-495,126.9317036,37.46947613,1-6 삼성동,관악구,02-879-6274,공중,상시,화장실, , , , , , 
1338,서울특별시 관악구 원신2길 39,서울특별시 관악구 신림동 808-495,126.9323925,37.47046692,1-7 삼성동,관악구,02-879-6274,공중,상시,화장실, , , , , , 
1339,서울특별시 관악구 원신길 90-7,서울특별시 관악구 신림동 808-498,126.9309816,37.46867189,1-8 삼성동,관악구,02-879-6274,공중,상시,화장실, , , , , , 
1340,서울특별시 관악구 원신4길 18,서울특별시 관악구 신림동 808-502,126.9315724,37.46881987,1-10 삼성동,관악구,02-879-6274,공중,상시,화장실, ,손건조기, , , , 
1341,서울특별시 관악구 원신길 110-3,서울특별시 관악구 신림동 808-499,126.9307256,37.46790907,1-11 삼성동,관악구,02-879-6274,공중,상시,화장실, , , , , , 
1342,서울특별시 관악구 원신2길 72-13,서울특별시 관악구 신림동 808-497,126.9313837,37.46963949,1-12 삼성동,관악구,02-879-6274,공중,상시,화장실, , , , , , 
1343,서울특별시 관악구 원신길 107,서울특별시 관악구 신림동 808-503,126.9312264,37.46788124,1-13 삼성동,관악구,02-879-6274,공중,상시,화장실, , , , , , 
1344,서울특별시 관악구 원신길 181-1,서울특별시 관악구 신림동 808-506,126.9302357,37.4650367,2-1 삼성동,관악구,02-879-6274,공중,상시,화장실, , , , , , 
1182,"서울특별시 강남구 압구정로29길 69, 상가동 (압구정동, 현대아파트)",서울특별시 강남구 압구정동 437-1,127.0263061,37.53183049,현대상가 10차동,강남구,02-3423-5963,민간개방,상시,상가(시장), , , , , , 
1183,서울특별시 강남구 도산대로 323,서울특별시 강남구 신사동 651-21,127.0370041,37.52287276,씨네시티,강남구,02-3423-5963,민간개방1,정시,빌딩, , , , , , 
1184,서울특별시 강남구 언주로172길 26,서울특별시 강남구 신사동 643-7,127.0357391,37.52729337,압구정문화센터,강남구,02-3423-5963,민간개방1,정시,빌딩, , , , , , 
1185,서울특별시 강남구 언주로 874,서울특별시 강남구 신사동 638-13,127.034114,37.52858723,쌍봉빌딩,강남구,02-3423-5963,민간개방1,정시,빌딩, , , , , , 
1186,서울특별시 강남구 언주로 842,서울특별시 강남구 신사동 633,127.0337836,37.52534308,압구정주유소,강남구,02-3423-5963,공중,상시,주유소및충전소, , , , , , 
1187,서울특별시 강남구 도산대로 307,서울특별시 강남구 신사동 630-19,127.0348782,37.52227435,백영신사빌딩,강남구,02-3423-5963,민간개방1,정시,빌딩, , , , , , 
1188,서울특별시 강남구 논현로 868,서울특별시 강남구 신사동 610-5,127.0288663,37.52608006,구정빌딩,강남구,02-3423-5963,민간개방1,정시,빌딩,"남1,여1", , , , , 
1189,서울특별시 강남구 압구정로 154,서울특별시 강남구 신사동 575-1,127.0265072,37.52582402,㈜새서울석유,강남구,02-3423-5963,공중,상시,주유소및충전소, , , , , , 
1190,서울특별시 강남구 압구정로 302,서울특별시 강남구 신사동 638,127.0341414,37.52880669,한양주유소,강남구,02-3423-5963,공중,정시,주유소및충전소, , , , , , 
1191,서울특별시 강남구 압구정로 152,서울특별시 강남구 신사동 575,127.0260301,37.52555933,극동스포츠빌딩,강남구,02-3423-5963,민간개방1,정시,빌딩, , , , , , 
1192,서울특별시 강남구 논현로 842,서울특별시 강남구 신사동 599,127.0287096,37.52403314,압구정빌딩,강남구,02-3423-5963,민간개방1,상시,빌딩, , , , , , 
1193,서울특별시 강남구 선릉로 801,서울특별시 강남구 신사동 666-18,127.038816,37.52356635,배강빌딩,강남구,02-3423-5963,민간개방1,정시,빌딩, , , , , , 
1194,서울특별시 강남구 압구정로29길 71,서울특별시 강남구 압구정동 369-1,127.029803,37.53358633,현대상가 4동,강남구,02-3423-5963,민간개방,상시,상가(시장), , , , , , 
1195,서울특별시 강남구 압구정로 113-22,서울특별시 강남구 압구정동 415,127.0196253,37.52473724,미성(아)상가,강남구,02-3423-5963,민간개방,정시,상가(시장), , , , , , 
1196,서울특별시 강남구 압구정로 201,서울특별시 강남구 압구정동 468-3,127.031599,37.5292641,금강쇼핑센터,강남구,02-3423-5963,민간개방,정시,상가(시장),여1, , , , , 
1197,서울특별시 강남구 봉은사로 210,서울특별시 강남구 역삼동 651,127.0352344,37.50743645,송산빌딩,강남구,02-3423-5963,민간개방1,상시,빌딩, , , , , , 
1198,서울특별시 강남구 논현로 516,서울특별시 강남구 역삼동 668-13,127.0364723,37.50273158,GS칼텍스 타워주유소,강남구,02-3423-5963,공중,상시,주유소및충전소, , , , , , 
1199,서울특별시 강남구 논현로 508,서울특별시 강남구 역삼동 679,127.037321,37.50199199,GS타워,강남구,02-3423-5963,민간개방1,상시,빌딩,"남1,여1", , , , , 
1200,서울특별시 강남구 테헤란로52길 15,서울특별시 강남구 역삼동 708-20,127.0479249,37.50317123,선릉이스타빌,강남구,02-3423-5963,민간개방1,상시,빌딩,"남2,여2", , , , , 
1201,서울특별시 강남구 역삼로 245,서울특별시 강남구 역삼동 732-19,127.0429587,37.49791605,대건빌딩 하나이비인후과,강남구,02-3423-5963,민간개방,정시,빌딩, , , , , , 
1202,서울특별시 강남구 테헤란로20길 19,서울특별시 강남구 역삼동 736-24,127.0350141,37.49855845,LG 에클라트 오피스텔,강남구,02-3423-5963,민간개방1,상시,빌딩,여1, , , , , 
1203,서울특별시 강남구 도곡로 249,서울특별시 강남구 역삼동 785-23,127.0454927,37.49416277,명품주유소,강남구,02-3423-5963,공중,상시,주유소및충전소, , , , , , 
1204,서울특별시 강남구 삼성로 628,서울특별시 강남구 삼성동 66,127.0521262,37.51590546,강남구청 삼성로별관,강남구,02-3423-5963,공공개방,정시,공공청사, , , , , , 
1205,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,127.0470453,37.51796394,강남구청 본관동,강남구,02-3423-5963,공공개방,정시,공공청사,"남2,여3", , , , , 
1206,서울특별시 강남구 광평로 303,서울특별시 강남구 수서동 718-3,127.1049559,37.48891106,수서동주민센터,강남구,02-3423-5963,공공개방,정시,공공청사,"남1,여2", , , , , 
1207,서울특별시 강남구 개포로 511,서울특별시 강남구 개포동 182,127.0690588,37.48977964,개포2동주민센터,강남구,02-3423-5963,공공개방,정시,공공청사,"남5,여5", , , , , 
1208,서울특별시 강남구 역삼로7길 16,서울특별시 강남구 역삼동 829-20,127.0332676,37.49537026,역삼1문화센터,강남구,02-3423-5963,공공개방,정시,공용시설,"남5,여5", , , , , 
1209,서울특별시 강남구 도곡로77길 23,서울특별시 강남구 대치동 928-22,127.0577727,37.49981763,대치4문화센터,강남구,02-3423-5963,공공개방,정시,공용시설, , , , , , 
1210,서울특별시 강남구 영동대로65길 24,서울특별시 강남구 대치동 980-9,127.0641426,37.50227199,대치2문화센터,강남구,02-3423-5963,공공개방,정시,공용시설,"남3,여3", , , , , 
1211,서울특별시 강남구 남부순환로391길 19,서울특별시 강남구 대치동 646-2,127.0567546,37.49324263,대치1동주민센터,강남구,02-3423-5963,공공개방,정시,공공청사,"남4,여5", , , , , 
1212,서울특별시 강남구 봉은사로 419,서울특별시 강남구 삼성동 38-34,127.0459544,37.51120061,삼성2문화센터,강남구,02-3423-5963,공공개방,정시,공용시설,"남7,여7", , , , , 
1213,서울특별시 강남구 압구정로33길 48,서울특별시 강남구 압구정동 458,127.030634,37.53061168,압구정주민센터,강남구,02-3423-5963,공공개방,정시,공공청사, , , , , , 
1214,서울특별시 강남구 학동로43길 17,서울특별시 강남구 논현동 114-24,127.0371717,37.51727389,논현2문화센터,강남구,02-3423-5963,공공개방,정시,공용시설,여1, , , , , 
1215,서울특별시 강남구 학동로101길 26,서울특별시 강남구 청담동 134-20,127.0576071,37.52243857,삼익쇼핑,강남구,02-3423-5963,민간개방,정시,상가(시장), , , , , , 
1216,서울특별시 강남구 학동로 401,서울특별시 강남구 청담동 41-2,127.0416743,37.51765115,금하빌딩,강남구,02-3423-5963,민간개방1,상시,빌딩, , , , , , 
1217,서울특별시 강남구 영동대로 702,서울특별시 강남구 청담동 133-3,127.0575612,37.52047218,화천회관빌딩,강남구,02-3423-5963,민간개방1,정시,빌딩, , , , , , 
1218,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,127.0470453,37.51796394,강남구청 제1별관,강남구,02-3423-5963,공공개방,정시,공공청사,남1, , , , , 
1219,서울특별시 강남구 양재대로55길 14-1,서울특별시 강남구 일원동 712-4,127.0880141,37.49185019,일원1동주민센터,강남구,02-3423-5963,공공개방,정시,공공청사,"남1,여1", , , , , 
1220,서울특별시 강남구 광평로 126,서울특별시 강남구 일원동 735-3,127.0864676,37.48337459,일원본동주민센터,강남구,02-3423-5963,공공개방,정시,공공청사,"남2,여2", , , , , 
1221,서울특별시 강남구 개포로24길 33,서울특별시 강남구 개포동 1204,127.04988,37.47717,개포4동주민센터,강남구,02-3423-5963,공공개방,정시,공공청사, , , , , , 
1222,서울특별시 강남구 압구정로 128,서울특별시 강남구 신사동 548-1,127.0227767,37.52396848,신사문화센터,강남구,02-3423-5963,공공개방,정시,공용시설,여1, , , , , 
1223,서울특별시 강남구 학동로20길 25,서울특별시 강남구 논현동 133-13,127.0285203,37.51149757,논현1문화센터,강남구,02-3423-5963,공공개방,정시,공용시설, , , , , , 
1224,서울특별시 강남구 봉은사로 616,서울특별시 강남구 삼성동 161-2,127.0625936,37.51435101,삼성1문화센터,강남구,02-3423-5963,공공개방,정시,공용시설,"남7,여7", , , , , 
1225,서울특별시 강남구 도곡로43길 25,서울특별시 강남구 역삼동 761-26,127.0467977,37.49597063,역삼2문화센터,강남구,02-3423-5963,공공개방,정시,공용시설,"남6,여6", , , , , 
1226,"서울특별시 강남구 도곡로18길 59, 101동 (도곡동, 도곡 월드메르디앙 아파트)",서울특별시 강남구 도곡동 973,127.0392669,37.48827307,도곡정보문화도서관,강남구,02-3423-5963,공공개방,정시,공용시설,"남2,여2", , , , , 
1227,서울특별시 강남구 남부순환로378길 34-9,서울특별시 강남구 도곡동 459,127.0463973,37.48369601,도곡2문화센터,강남구,02-3423-5963,공공개방,정시,공용시설,"남2,여2", , , , , 
1228,서울특별시 강남구 개포로 605,서울특별시 강남구 개포동 12-10,127.0736628,37.49214746,일원2동주민센터,강남구,02-3423-5963,공공개방,정시,공공청사, , , , , , 
1229,서울특별시 강남구 테헤란로 127,서울특별시 강남구 역삼동 648-19,127.0320308,37.499697,그레이스타워,강남구,02-3423-5963,민간개방1,정시,빌딩,여1, , , , , 
1230,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,127.0470453,37.51796394,강남구청 제2별관,강남구,02-3423-5963,공공개방,정시,공공청사,남1, , , , , 
1231,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,127.0470453,37.51796394,강남구청 제3별관,강남구,02-3423-5963,공공개방,정시,공공청사, , , , , , 
1232,서울특별시 강남구 삼성로 154,서울특별시 강남구 대치동 509-2,127.0642551,37.49388428,강남구민회관,강남구,02-3423-5963,공공개방,정시,공용시설,"남3,여3", , , , , 
1233,서울특별시 강남구 선릉로 668,서울특별시 강남구 삼성동 8,127.0418966,37.51648116,강남보건소,강남구,02-3423-5963,공공개방,정시,공공청사,"남3,여3", , , , , 
